idx	sing	plur	freq	inVocabs
_	demonstrates	demonstrate	_	1
_	demotes	demote	_	0
_	denies	deny	_	1
_	denominates	denominate	_	0
_	denotes	denote	_	1
_	denounces	denounce	_	0
_	dents	dent	_	0
_	denudes	denude	_	0
_	departs	depart	_	0
_	depends	depend	_	1
_	depicts	depict	_	1
_	depletes	deplete	_	0
_	deplores	deplore	_	0
_	deploys	deploy	_	0
_	deports	deport	_	0
_	deposes	depose	_	0
_	deposits	deposit	_	1
_	deprecates	deprecate	_	0
_	depresses	depress	_	0
_	deprives	deprive	_	0
_	derails	derail	_	0
_	deregulates	deregulate	_	0
_	derides	deride	_	0
_	derives	derive	_	1
_	descends	descend	_	0
_	describes	describe	_	1
_	deserts	desert	_	1
_	deserves	deserve	_	1
_	designates	designate	_	0
_	designs	design	_	1
_	desires	desire	_	1
_	desists	desist	_	0
_	despairs	despair	_	0
_	despises	despise	_	0
_	destabilizes	destabilize	_	0
_	destroys	destroy	_	1
_	detaches	detach	_	0
_	details	detail	_	1
_	detains	detain	_	0
_	detects	detect	_	0
_	deteriorates	deteriorate	_	0
_	determines	determine	_	1
_	deters	deter	_	0
_	detests	detest	_	0
_	detonates	detonate	_	0
_	detracts	detract	_	0
_	devalues	devalue	_	0
_	devastates	devastate	_	0
_	develops	develop	_	1
_	deviates	deviate	_	0
_	devises	devise	_	0
_	devolves	devolve	_	0
_	devotes	devote	_	0
_	devours	devour	_	0
_	diagnoses	diagnose	_	0
_	dials	dial	_	0
_	dices	dice	_	0
_	dictates	dictate	_	0
_	dies	die	_	1
_	differentiates	differentiate	_	0
_	differs	differ	_	1
_	diffuses	diffuse	_	0
_	digests	digest	_	0
_	dignifies	dignify	_	0
_	digs	dig	_	0
_	dilapidates	dilapidate	_	0
_	dilates	dilate	_	0
_	dilutes	dilute	_	0
_	diminishes	diminish	_	0
_	dims	dim	_	0
_	dines	dine	_	0
_	dips	dip	_	0
_	directs	direct	_	1
_	disables	disable	_	0
_	disadvantages	disadvantage	_	0
_	disagrees	disagree	_	0
_	disallows	disallow	_	0
_	disappears	disappear	_	1
_	disappoints	disappoint	_	0
_	disapproves	disapprove	_	0
_	disarms	disarm	_	0
_	disassembles	disassemble	_	0
_	disassociates	disassociate	_	0
_	disbands	disband	_	0
_	discards	discard	_	0
_	discerns	discern	_	0
_	discharges	discharge	_	0
_	disciplines	discipline	_	1
_	discloses	disclose	_	0
_	discomfits	discomfit	_	0
_	disconcerts	disconcert	_	0
_	disconnects	disconnect	_	0
_	discontinues	discontinue	_	0
_	discounts	discount	_	0
_	discourages	discourage	_	0
_	discovers	discover	_	1
_	discredits	discredit	_	0
_	discriminates	discriminate	_	0
_	discusses	discuss	_	1
_	disdains	disdain	_	0
_	disembarks	disembark	_	0
_	disengages	disengage	_	0
_	disfigures	disfigure	_	0
_	disgraces	disgrace	_	0
_	disgruntles	disgruntle	_	0
_	disguises	disguise	_	0
_	disgusts	disgust	_	0
_	dishes	dish	_	1
_	dishevels	dishevel	_	0
_	dishonors	dishonor	_	0
_	disillusions	disillusion	_	0
_	disintegrates	disintegrate	_	0
_	disinterests	disinterest	_	0
_	dislikes	dislike	_	0
_	dislocates	dislocate	_	0
_	dislodges	dislodge	_	0
_	dismantles	dismantle	_	0
_	dismays	dismay	_	0
_	dismembers	dismember	_	0
_	dismisses	dismiss	_	0
_	dismounts	dismount	_	0
_	disobeys	disobey	_	0
_	disorders	disorder	_	1
_	disorientates	disorientate	_	0
_	disowns	disown	_	0
_	disparages	disparage	_	0
_	dispatches	dispatch	_	0
_	dispels	dispel	_	0
_	dispenses	dispense	_	0
_	disperses	disperse	_	0
_	displaces	displace	_	0
_	displays	display	_	1
_	displeases	displease	_	0
_	disposes	dispose	_	0
_	dispossesses	dispossess	_	0
_	disproves	disprove	_	0
_	disputes	dispute	_	1
_	disqualifies	disqualify	_	0
_	disregards	disregard	_	0
_	disrespects	disrespect	_	0
_	disrupts	disrupt	_	0
_	dissatisfies	dissatisfy	_	0
_	dissects	dissect	_	0
_	disseminates	disseminate	_	0
_	dissipates	dissipate	_	0
_	dissociates	dissociate	_	0
_	dissolves	dissolve	_	0
_	dissuades	dissuade	_	0
_	distains	distain	_	0
_	distances	distance	_	1
_	distills	distill	_	0
_	distinguishes	distinguish	_	1
_	distorts	distort	_	0
_	distracts	distract	_	0
_	distresses	distress	_	0
_	distributes	distribute	_	0
_	distrusts	distrust	_	0
_	disturbs	disturb	_	0
_	ditches	ditch	_	0
_	diverges	diverge	_	0
_	diversifies	diversify	_	0
_	diverts	divert	_	0
_	dives	dive	_	0
_	divests	divest	_	0
_	divides	divide	_	1
_	divorces	divorce	_	0
_	divulges	divulge	_	0
_	docks	dock	_	1
_	doctors	doctor	_	1
_	documents	document	_	1
_	dodges	dodge	_	0
_	does	do	_	1
_	dogs	dog	_	1
_	doles	dole	_	0
_	domesticates	domesticate	_	0
_	dominates	dominate	_	1
_	donates	donate	_	0
_	dons	don	_	0
_	dooms	doom	_	0
_	dotes	dote	_	0
_	dots	dot	_	1
_	doubles	double	_	1
_	doubts	doubt	_	1
_	douses	douse	_	0
_	downgrades	downgrade	_	0
_	downloads	download	_	1
_	downs	down	_	1
_	downsizes	downsize	_	0
_	dozes	doze	_	0
_	drafts	draft	_	1
_	drags	drag	_	0
_	drains	drain	_	1
_	dramatizes	dramatize	_	0
_	drapes	drape	_	0
_	drawls	drawl	_	0
_	draws	draw	_	1
_	dreads	dread	_	0
_	dreams	dream	_	1
_	dredges	dredge	_	0
_	drenches	drench	_	0
_	dresses	dress	_	1
_	dribbles	dribble	_	0
_	dries	dry	_	0
_	drifts	drift	_	0
_	drills	drill	_	1
_	drinks	drink	_	1
_	drips	drip	_	0
_	drives	drive	_	1
_	drones	drone	_	1
_	droops	droop	_	0
_	drops	drop	_	1
_	drowns	drown	_	0
_	drums	drum	_	1
_	dubs	dub	_	0
_	ducks	duck	_	1
_	dulls	dull	_	0
_	dumps	dump	_	0
_	dupes	dupe	_	0
_	duplicates	duplicate	_	0
_	dusts	dust	_	0
_	dwarfs	dwarf	_	0
_	dwells	dwell	_	0
_	dwindles	dwindle	_	0
_	dyes	dye	_	0
_	earmarks	earmark	_	0
_	earns	earn	_	0
_	eases	ease	_	0
_	eats	eat	_	1
_	eavesdrops	eavesdrop	_	0
_	ebbs	ebb	_	0
_	echoes	echo	_	1
_	eclipses	eclipse	_	0
_	economizes	economize	_	0
_	edges	edge	_	1
_	edits	edit	_	0
_	educates	educate	_	0
_	effaces	efface	_	0
_	effects	effect	_	1
_	ejects	eject	_	0
_	elaborates	elaborate	_	0
_	elapses	elapse	_	0
_	elates	elate	_	0
_	elbows	elbow	_	1
_	electrifies	electrify	_	0
_	elects	elect	_	0
_	elevates	elevate	_	0
_	elicits	elicit	_	0
_	eliminates	eliminate	_	0
_	elongates	elongate	_	0
_	eludes	elude	_	0
_	emaciates	emaciate	_	0
_	emanates	emanate	_	0
_	emasculates	emasculate	_	0
_	embarks	embark	_	0
_	embarrasses	embarrass	_	0
_	embeds	embed	_	0
_	embellishes	embellish	_	0
_	embodies	embody	_	0
_	emboldens	embolden	_	0
_	embosses	emboss	_	0
_	embraces	embrace	_	0
_	embroiders	embroider	_	0
_	emends	emend	_	0
_	emerges	emerge	_	1
_	emigrates	emigrate	_	0
_	emits	emit	_	0
_	emotes	emote	_	0
_	empathizes	empathize	_	0
_	emphasizes	emphasize	_	1
_	emphaticizes	emphaticize	_	0
_	employs	employ	_	1
_	empowers	empower	_	0
_	empties	empty	_	0
_	emulates	emulate	_	0
_	enables	enable	_	1
_	enacts	enact	_	0
_	encapsulates	encapsulate	_	0
_	encases	encase	_	0
_	enchants	enchant	_	0
_	encloses	enclose	_	0
_	encodes	encode	_	0
_	encompasses	encompass	_	1
_	encounters	encounter	_	1
_	encourages	encourage	_	1
_	encroaches	encroach	_	0
_	endangers	endanger	_	0
_	endears	endear	_	0
_	endeavors	endeavor	_	1
_	endorses	endorse	_	0
_	endows	endow	_	0
_	ends	end	_	1
_	endures	endure	_	0
_	enforces	enforce	_	0
_	engages	engage	_	1
_	engenders	engender	_	0
_	engineers	engineer	_	1
_	engraves	engrave	_	0
_	engrosses	engross	_	0
_	engulfs	engulf	_	0
_	enhances	enhance	_	0
_	enjoins	enjoin	_	0
_	enjoys	enjoy	_	1
_	enlarges	enlarge	_	0
_	enlightens	enlighten	_	0
_	enlists	enlist	_	0
_	enlivens	enliven	_	0
_	enmeshes	enmesh	_	0
_	enquires	enquire	_	0
_	enrages	enrage	_	0
_	enriches	enrich	_	0
_	enrolls	enroll	_	0
_	enshrines	enshrine	_	0
_	ensnares	ensnare	_	0
_	ensues	ensue	_	0
_	ensures	ensure	_	1
_	entails	entail	_	0
_	entangles	entangle	_	0
_	enters	enter	_	1
_	entertains	entertain	_	0
_	entices	entice	_	0
_	entitles	entitle	_	0
_	entrenches	entrench	_	0
_	entrusts	entrust	_	0
_	enumerates	enumerate	_	0
_	enunciates	enunciate	_	0
_	envelops	envelop	_	0
_	envies	envy	_	0
_	envisions	envision	_	0
_	epitomizes	epitomize	_	0
_	equalizes	equalize	_	0
_	equals	equal	_	1
_	equates	equate	_	0
_	equips	equip	_	0
_	eradicates	eradicate	_	0
_	erases	erase	_	0
_	erects	erect	_	0
_	erodes	erode	_	0
_	errs	err	_	0
_	erupts	erupt	_	0
_	escalates	escalate	_	0
_	escapes	escape	_	1
_	eschews	eschew	_	0
_	escorts	escort	_	0
_	espouses	espouse	_	0
_	establishes	establish	_	1
_	esteems	esteem	_	0
_	estimates	estimate	_	1
_	estranges	estrange	_	0
_	etches	etch	_	0
_	evacuates	evacuate	_	0
_	evades	evade	_	0
_	evaluates	evaluate	_	0
_	evaporates	evaporate	_	0
_	evens	even	_	0
_	evicts	evict	_	0
_	evidences	evidence	_	0
_	evinces	evince	_	0
_	evokes	evoke	_	0
_	evolves	evolve	_	0
_	exacerbates	exacerbate	_	0
_	exacts	exact	_	0
_	exaggerates	exaggerate	_	0
_	exalts	exalt	_	0
_	examines	examine	_	1
_	exasperates	exasperate	_	0
_	excavates	excavate	_	0
_	exceeds	exceed	_	1
_	excels	excel	_	0
_	excepts	except	_	0
_	exchanges	exchange	_	1
_	excises	excise	_	0
_	excites	excite	_	0
_	exclaims	exclaim	_	0
_	excludes	exclude	_	0
_	excorciates	excorciate	_	0
_	excretes	excrete	_	0
_	excuses	excuse	_	1
_	executes	execute	_	0
_	exemplifies	exemplify	_	0
_	exempts	exempt	_	0
_	exercises	exercise	_	1
_	exerts	exert	_	0
_	exhales	exhale	_	0
_	exhausts	exhaust	_	0
_	exhibits	exhibit	_	1
_	exhilarates	exhilarate	_	0
_	exhorts	exhort	_	0
_	exiles	exile	_	0
_	exists	exist	_	1
_	exits	exit	_	1
_	exorcises	exorcise	_	0
_	expands	expand	_	1
_	expects	expect	_	1
_	expedites	expedite	_	0
_	expels	expel	_	0
_	expends	expend	_	0
_	experiences	experience	_	1
_	experiments	experiment	_	1
_	expires	expire	_	0
_	explains	explain	_	1
_	explodes	explode	_	1
_	exploits	exploit	_	1
_	explores	explore	_	1
_	exports	export	_	1
_	exposes	expose	_	0
_	expounds	expound	_	0
_	expresses	express	_	1
_	expunges	expunge	_	0
_	extends	extend	_	1
_	extinguishes	extinguish	_	0
_	extorts	extort	_	0
_	extracts	extract	_	1
_	extradites	extradite	_	0
_	extricates	extricate	_	0
_	eyes	eye	_	1
_	fabricates	fabricate	_	0
_	faces	face	_	1
_	facilitates	facilitate	_	1
_	factors	factor	_	1
_	fades	fade	_	1
_	fails	fail	_	1
_	faints	faint	_	0
_	fakes	fake	_	0
_	falls	fall	_	1
_	falsifies	falsify	_	0
_	falters	falter	_	0
_	familiarizes	familiarize	_	0
_	fancies	fancy	_	0
_	fans	fan	_	1
_	fantasizes	fantasize	_	0
_	fares	fare	_	1
_	farms	farm	_	1
_	fascinates	fascinate	_	0
_	fashions	fashion	_	0
_	fastens	fasten	_	0
_	fathoms	fathom	_	0
_	fatigues	fatigue	_	0
_	faults	fault	_	1
_	favors	favor	_	1
_	faxes	fax	_	0
_	fears	fear	_	1
_	feathers	feather	_	1
_	features	feature	_	1
_	federates	federate	_	0
_	feeds	feed	_	1
_	feels	feel	_	1
_	feigns	feign	_	0
_	fells	fell	_	0
_	fences	fence	_	1
_	fends	fend	_	0
_	ferments	ferment	_	0
_	ferrets	ferret	_	0
_	ferries	ferry	_	0
_	fertilizes	fertilize	_	0
_	festers	fester	_	0
_	fetches	fetch	_	0
_	fiddles	fiddle	_	0
_	fidgets	fidget	_	0
_	fields	field	_	1
_	fights	fight	_	1
_	figures	figure	_	1
_	files	file	_	1
_	fills	fill	_	1
_	films	film	_	1
_	filters	filter	_	1
_	finalizes	finalize	_	0
_	finances	finance	_	1
_	finds	find	_	1
_	fine-tunines	fine-tune	_	0
_	fines	fine	_	1
_	fingers	finger	_	1
_	finishes	finish	_	1
_	fires	fire	_	1
_	firms	firm	_	1
_	fishes	fish	_	1
_	fits	fit	_	1
_	fixes	fix	_	0
_	flags	flag	_	1
_	flames	flame	_	1
_	flanks	flank	_	0
_	flaps	flap	_	0
_	flares	flare	_	0
_	flashes	flash	_	1
_	flattens	flatten	_	0
_	flatters	flatter	_	0
_	flaunts	flaunt	_	0
_	flavors	flavor	_	1
_	flaws	flaw	_	1
_	flays	flay	_	0
_	flees	flee	_	0
_	flexes	flex	_	0
_	flickers	flicker	_	0
_	flicks	flick	_	0
_	flies	fly	_	1
_	flinches	flinch	_	0
_	flings	fling	_	0
_	flips	flip	_	0
_	flirts	flirt	_	0
_	flits	flit	_	0
_	floats	float	_	1
_	flocks	flock	_	0
_	flogs	flog	_	0
_	floods	flood	_	1
_	floors	floor	_	1
_	flops	flop	_	0
_	flounders	flounder	_	0
_	flourishes	flourish	_	0
_	flouts	flout	_	0
_	flowers	flower	_	1
_	flows	flow	_	1
_	fluctuates	fluctuate	_	0
_	flushes	flush	_	0
_	flusters	fluster	_	0
_	flutters	flutter	_	0
_	focuses	focus	_	1
_	fogs	fog	_	0
_	foils	foil	_	0
_	folds	fold	_	1
_	follows	follow	_	1
_	fools	fool	_	1
_	foots	foot	_	0
_	forbids	forbid	_	0
_	forces	force	_	1
_	fords	ford	_	0
_	forecasts	forecast	_	0
_	foresees	foresee	_	0
_	foreshadows	foreshadow	_	0
_	foretells	foretell	_	0
_	forfeits	forfeit	_	0
_	forges	forge	_	0
_	forgets	forget	_	0
_	forgives	forgive	_	0
_	forgoes	forgo	_	0
_	forks	fork	_	1
_	formalizes	formalize	_	0
_	formats	format	_	1
_	forms	form	_	1
_	formulates	formulate	_	0
_	forsakes	forsake	_	0
_	fortifies	fortify	_	0
_	forwards	forward	_	1
_	fosters	foster	_	0
_	fouls	foul	_	0
_	founds	found	_	0
_	fractures	fracture	_	1
_	fragments	fragment	_	1
_	frames	frame	_	1
_	franchises	franchise	_	1
_	frees	free	_	0
_	freezes	freeze	_	0
_	freights	freight	_	0
_	frequents	frequent	_	0
_	frets	fret	_	0
_	fries	fry	_	1
_	frightens	frighten	_	0
_	frolics	frolic	_	0
_	fronts	front	_	1
_	frosts	frost	_	0
_	frowns	frown	_	0
_	frustrates	frustrate	_	0
_	fudges	fudge	_	0
_	fuels	fuel	_	1
_	fulfills	fulfill	_	0
_	fumbles	fumble	_	0
_	fumes	fume	_	0
_	functions	function	_	1
_	funds	fund	_	1
_	funnels	funnel	_	0
_	furnishes	furnish	_	0
_	furrows	furrow	_	0
_	furthers	further	_	0
_	fusses	fuss	_	0
_	gags	gag	_	0
_	gains	gain	_	1
_	gallops	gallop	_	0
_	galvanizes	galvanize	_	0
_	gambles	gamble	_	0
_	gardens	garden	_	1
_	garners	garner	_	0
_	garnishes	garnish	_	0
_	gasps	gasp	_	0
_	gathers	gather	_	1
_	gauges	gauge	_	0
_	gazes	gaze	_	0
_	gears	gear	_	1
_	genders	gender	_	0
_	generalizes	generalize	_	0
_	generates	generate	_	1
_	gestures	gesture	_	1
_	gets	get	_	1
_	gifts	gift	_	1
_	giggles	giggle	_	0
_	gilds	gild	_	0
_	gives	give	_	1
_	glamorizes	glamorize	_	0
_	glances	glance	_	0
_	glares	glare	_	0
_	glazes	glaze	_	0
_	gleams	gleam	_	0
_	gleans	glean	_	0
_	glides	glide	_	0
_	glimpses	glimpse	_	0
_	glistens	glisten	_	0
_	glitters	glitter	_	0
_	gloats	gloat	_	0
_	glorifies	glorify	_	0
_	glosses	gloss	_	0
_	glows	glow	_	0
_	glues	glue	_	0
_	gluts	glut	_	0
_	gnaws	gnaw	_	0
_	goads	goad	_	0
_	gobbles	gobble	_	0
_	goes	go	_	1
_	gons	gon	_	0
_	gores	gore	_	0
_	gossips	gossip	_	0
_	gouges	gouge	_	0
_	governs	govern	_	0
_	grabs	grab	_	1
_	graces	grace	_	0
_	grades	grade	_	1
_	graduates	graduate	_	1
_	grafts	graft	_	0
_	grants	grant	_	1
_	grapples	grapple	_	0
_	grasps	grasp	_	0
_	grates	grate	_	0
_	gratifies	gratify	_	0
_	grazes	graze	_	0
_	greases	grease	_	0
_	greets	greet	_	0
_	grieves	grieve	_	0
_	grills	grill	_	0
_	grimaces	grimace	_	0
_	grinds	grind	_	0
_	grins	grin	_	0
_	gripes	gripe	_	0
_	grips	grip	_	1
_	grits	grit	_	0
_	groans	groan	_	0
_	grooms	groom	_	0
_	gropes	grope	_	0
_	grounds	ground	_	1
_	groups	group	_	1
_	growls	growl	_	0
_	grows	grow	_	1
_	growths	growth	_	0
_	grumbles	grumble	_	0
_	grunts	grunt	_	0
_	guarantees	guarantee	_	1
_	guards	guard	_	1
_	guesses	guess	_	0
_	guides	guide	_	1
_	gulps	gulp	_	0
_	gushes	gush	_	0
_	guts	gut	_	1
_	guzzles	guzzle	_	0
_	hacks	hack	_	0
_	hails	hail	_	0
_	halts	halt	_	0
_	halves	halve	_	0
_	hammers	hammer	_	0
_	hampers	hamper	_	0
_	handcuffs	handcuff	_	0
_	handicaps	handicap	_	0
_	handles	handle	_	1
_	hands	hand	_	1
_	handwrites	handwrite	_	0
_	hangs	hang	_	1
_	happens	happen	_	1
_	harasses	harass	_	0
_	harbors	harbor	_	0
_	hardens	harden	_	0
_	harms	harm	_	0
_	harnesses	harness	_	0
_	harvests	harvest	_	0
_	hastens	hasten	_	0
_	hatches	hatch	_	0
_	hates	hate	_	1
_	hauls	haul	_	0
_	haunts	haunt	_	0
_	haves	have	_	0
_	headlines	headline	_	1
_	heads	head	_	1
_	heals	heal	_	0
_	heaps	heap	_	0
_	hears	hear	_	1
_	heats	heat	_	1
_	heaves	heave	_	0
_	heckles	heckle	_	0
_	hedges	hedge	_	0
_	heeds	heed	_	0
_	heightens	heighten	_	0
_	helps	help	_	1
_	hems	hem	_	0
_	heralds	herald	_	0
_	herds	herd	_	1
_	hesitates	hesitate	_	0
_	hides	hide	_	1
_	highlights	highlight	_	1
_	hijacks	hijack	_	0
_	hinders	hinder	_	0
_	hinges	hinge	_	0
_	hints	hint	_	1
_	hires	hire	_	1
_	hisses	hiss	_	0
_	hitches	hitch	_	0
_	hits	hit	_	1
_	hobbles	hobble	_	0
_	hoes	hoe	_	0
_	hoists	hoist	_	0
_	holds	hold	_	1
_	holes	hole	_	1
_	hollers	holler	_	0
_	hollows	hollow	_	0
_	homers	homer	_	0
_	hones	hone	_	0
_	honors	honor	_	1
_	hooks	hook	_	1
_	hoots	hoot	_	0
_	hopes	hope	_	1
_	hops	hop	_	0
_	horrifies	horrify	_	0
_	hospitalizes	hospitalize	_	0
_	hosts	host	_	1
_	hounds	hound	_	0
_	houses	house	_	1
_	hovers	hover	_	0
_	howls	howl	_	0
_	huddles	huddle	_	0
_	hugs	hug	_	1
_	humbles	humble	_	0
_	humiliates	humiliate	_	0
_	hums	hum	_	0
_	hunches	hunch	_	0
_	hunts	hunt	_	1
_	hurls	hurl	_	0
_	hurries	hurry	_	0
_	hurtles	hurtle	_	0
_	hurts	hurt	_	1
_	hushes	hush	_	0
_	hustles	hustle	_	0
_	hypnotizes	hypnotize	_	0
_	hypothesizes	hypothesize	_	0
_	ices	ice	_	0
_	idealizes	idealize	_	0
_	identifies	identify	_	1
_	idles	idle	_	0
_	ignites	ignite	_	0
_	ignores	ignore	_	1
_	illuminates	illuminate	_	0
_	illustrates	illustrate	_	1
_	imagines	imagine	_	0
_	imitates	imitate	_	0
_	immerses	immerse	_	0
_	immortalizes	immortalize	_	0
_	impacts	impact	_	1
_	impairs	impair	_	0
_	impales	impale	_	0
_	imparts	impart	_	0
_	impeaches	impeach	_	0
_	impedes	impede	_	0
_	impels	impel	_	0
_	impinges	impinge	_	0
_	implants	implant	_	0
_	implements	implement	_	1
_	implicates	implicate	_	0
_	implies	imply	_	1
_	implores	implore	_	0
_	imports	import	_	1
_	imposes	impose	_	0
_	impounds	impound	_	0
_	impoverishes	impoverish	_	0
_	impresses	impress	_	0
_	imprints	imprint	_	0
_	imprisons	imprison	_	0
_	improves	improve	_	1
_	improvises	improvise	_	0
_	impugns	impugn	_	0
_	imputes	impute	_	0
_	inaugurates	inaugurate	_	0
_	incapacitates	incapacitate	_	0
_	incarcerates	incarcerate	_	0
_	incenses	incense	_	0
_	inches	inch	_	1
_	inclines	incline	_	0
_	includes	include	_	1
_	incorporates	incorporate	_	1
_	increaseds	increased	_	0
_	increases	increase	_	1
_	incubates	incubate	_	0
_	incurs	incur	_	0
_	indebts	indebt	_	0
_	indemnifies	indemnify	_	0
_	indents	indent	_	0
_	indexes	index	_	0
_	indicates	indicate	_	1
_	indicts	indict	_	0
_	individualizes	individualize	_	0
_	induces	induce	_	0
_	indulges	indulge	_	0
_	industrializes	industrialize	_	0
_	infects	infect	_	0
_	infers	infer	_	0
_	infests	infest	_	0
_	infiltrates	infiltrate	_	0
_	inflames	inflame	_	0
_	inflates	inflate	_	0
_	inflicts	inflict	_	0
_	influences	influence	_	1
_	informs	inform	_	1
_	infringes	infringe	_	0
_	infuriates	infuriate	_	0
_	infuses	infuse	_	0
_	ingests	ingest	_	0
_	ingrains	ingrain	_	0
_	ingratiates	ingratiate	_	0
_	inhabits	inhabit	_	0
_	inhales	inhale	_	0
_	inherits	inherit	_	0
_	inhibits	inhibit	_	0
_	initials	initial	_	1
_	initiates	initiate	_	0
_	injects	inject	_	0
_	injures	injure	_	0
_	inlays	inlay	_	0
_	innovates	innovate	_	0
_	inquires	inquire	_	0
_	inscribes	inscribe	_	0
_	inserts	insert	_	0
_	insinuates	insinuate	_	0
_	insists	insist	_	1
_	inspects	inspect	_	0
_	inspires	inspire	_	0
_	installs	install	_	0
_	instigates	instigate	_	0
_	instills	instill	_	0
_	institutes	institute	_	0
_	institutionalizes	institutionalize	_	0
_	instructs	instruct	_	0
_	insulates	insulate	_	0
_	insults	insult	_	1
_	insures	insure	_	0
_	integrates	integrate	_	0
_	intends	intend	_	1
_	intensifies	intensify	_	0
_	intercepts	intercept	_	0
_	interchanges	interchange	_	0
_	interconnects	interconnect	_	0
_	interests	interest	_	1
_	interferes	interfere	_	0
_	interjects	interject	_	0
_	interlaces	interlace	_	0
_	internalizes	internalize	_	0
_	interns	intern	_	0
_	interprets	interpret	_	0
_	interrelates	interrelate	_	0
_	interrogates	interrogate	_	0
_	interrupts	interrupt	_	0
_	intersperses	intersperse	_	0
_	intertwines	intertwine	_	0
_	intervenes	intervene	_	0
_	interviews	interview	_	1
_	intimates	intimate	_	0
_	intimidates	intimidate	_	0
_	intoxicates	intoxicate	_	0
_	intrigues	intrigue	_	0
_	introduces	introduce	_	1
_	intrudes	intrude	_	0
_	inundates	inundate	_	0
_	invades	invade	_	0
_	invalidates	invalidate	_	0
_	inventories	inventory	_	0
