exp	verb	pairNum	sent	target	bias	antecedent	gender	IC
ic_mismatch	abandoned	0	The man abandoned the woman because	he	33	subj	m	subj
ic_mismatch	abandoned	0	The man abandoned the woman because	she	33	obj	f	subj
ic_mismatch	abandoned	0	The woman abandoned the man because	he	33	obj	m	subj
ic_mismatch	abandoned	0	The woman abandoned the man because	she	33	subj	f	subj
ic_mismatch	acclaimed	0	The man acclaimed the woman because	he	-58	subj	m	obj
ic_mismatch	acclaimed	0	The man acclaimed the woman because	she	-58	obj	f	obj
ic_mismatch	acclaimed	0	The woman acclaimed the man because	he	-58	obj	m	obj
ic_mismatch	acclaimed	0	The woman acclaimed the man because	she	-58	subj	f	obj
ic_mismatch	accompanied	0	The man accompanied the woman because	he	-48	subj	m	obj
ic_mismatch	accompanied	0	The man accompanied the woman because	she	-48	obj	f	obj
ic_mismatch	accompanied	0	The woman accompanied the man because	he	-48	obj	m	obj
ic_mismatch	accompanied	0	The woman accompanied the man because	she	-48	subj	f	obj
ic_mismatch	accused	0	The man accused the woman because	he	2	subj	m	subj
ic_mismatch	accused	0	The man accused the woman because	she	2	obj	f	subj
ic_mismatch	accused	0	The woman accused the man because	he	2	obj	m	subj
ic_mismatch	accused	0	The woman accused the man because	she	2	subj	f	subj
ic_mismatch	admired	0	The man admired the woman because	he	-92	subj	m	obj
ic_mismatch	admired	0	The man admired the woman because	she	-92	obj	f	obj
ic_mismatch	admired	0	The woman admired the man because	he	-92	obj	m	obj
ic_mismatch	admired	0	The woman admired the man because	she	-92	subj	f	obj
ic_mismatch	admonished	0	The man admonished the woman because	he	-32	subj	m	obj
ic_mismatch	admonished	0	The man admonished the woman because	she	-32	obj	f	obj
ic_mismatch	admonished	0	The woman admonished the man because	he	-32	obj	m	obj
ic_mismatch	admonished	0	The woman admonished the man because	she	-32	subj	f	obj
ic_mismatch	adored	0	The man adored the woman because	he	-74	subj	m	obj
ic_mismatch	adored	0	The man adored the woman because	she	-74	obj	f	obj
ic_mismatch	adored	0	The woman adored the man because	he	-74	obj	m	obj
ic_mismatch	adored	0	The woman adored the man because	she	-74	subj	f	obj
ic_mismatch	advised	0	The man advised the woman because	he	-28	subj	m	obj
ic_mismatch	advised	0	The man advised the woman because	she	-28	obj	f	obj
ic_mismatch	advised	0	The woman advised the man because	he	-28	obj	m	obj
ic_mismatch	advised	0	The woman advised the man because	she	-28	subj	f	obj
ic_mismatch	affected	0	The man affected the woman because	he	29	subj	m	subj
ic_mismatch	affected	0	The man affected the woman because	she	29	obj	f	subj
ic_mismatch	affected	0	The woman affected the man because	he	29	obj	m	subj
ic_mismatch	affected	0	The woman affected the man because	she	29	subj	f	subj
ic_mismatch	aggravated	0	The man aggravated the woman because	he	59	subj	m	subj
ic_mismatch	aggravated	0	The man aggravated the woman because	she	59	obj	f	subj
ic_mismatch	aggravated	0	The woman aggravated the man because	he	59	obj	m	subj
ic_mismatch	aggravated	0	The woman aggravated the man because	she	59	subj	f	subj
ic_mismatch	agitated	0	The man agitated the woman because	he	85	subj	m	subj
ic_mismatch	agitated	0	The man agitated the woman because	she	85	obj	f	subj
ic_mismatch	agitated	0	The woman agitated the man because	he	85	obj	m	subj
ic_mismatch	agitated	0	The woman agitated the man because	she	85	subj	f	subj
ic_mismatch	alarmed	0	The man alarmed the woman because	he	58	subj	m	subj
ic_mismatch	alarmed	0	The man alarmed the woman because	she	58	obj	f	subj
ic_mismatch	alarmed	0	The woman alarmed the man because	he	58	obj	m	subj
ic_mismatch	alarmed	0	The woman alarmed the man because	she	58	subj	f	subj
ic_mismatch	alienated	0	The man alienated the woman because	he	41	subj	m	subj
ic_mismatch	alienated	0	The man alienated the woman because	she	41	obj	f	subj
ic_mismatch	alienated	0	The woman alienated the man because	he	41	obj	m	subj
ic_mismatch	alienated	0	The woman alienated the man because	she	41	subj	f	subj
ic_mismatch	amazed	0	The man amazed the woman because	he	68	subj	m	subj
ic_mismatch	amazed	0	The man amazed the woman because	she	68	obj	f	subj
ic_mismatch	amazed	0	The woman amazed the man because	he	68	obj	m	subj
ic_mismatch	amazed	0	The woman amazed the man because	she	68	subj	f	subj
ic_mismatch	amused	0	The man amused the woman because	he	67	subj	m	subj
ic_mismatch	amused	0	The man amused the woman because	she	67	obj	f	subj
ic_mismatch	amused	0	The woman amused the man because	he	67	obj	m	subj
ic_mismatch	amused	0	The woman amused the man because	she	67	subj	f	subj
ic_mismatch	angered	0	The man angered the woman because	he	85	subj	m	subj
ic_mismatch	angered	0	The man angered the woman because	she	85	obj	f	subj
ic_mismatch	angered	0	The woman angered the man because	he	85	obj	m	subj
ic_mismatch	angered	0	The woman angered the man because	she	85	subj	f	subj
ic_mismatch	annoyed	0	The man annoyed the woman because	he	79	subj	m	subj
ic_mismatch	annoyed	0	The man annoyed the woman because	she	79	obj	f	subj
ic_mismatch	annoyed	0	The woman annoyed the man because	he	79	obj	m	subj
ic_mismatch	annoyed	0	The woman annoyed the man because	she	79	subj	f	subj
ic_mismatch	answered	0	The man answered the woman because	he	-64	subj	m	obj
ic_mismatch	answered	0	The man answered the woman because	she	-64	obj	f	obj
ic_mismatch	answered	0	The woman answered the man because	he	-64	obj	m	obj
ic_mismatch	answered	0	The woman answered the man because	she	-64	subj	f	obj
ic_mismatch	apologized to	0	The man apologized to the woman because	he	93	subj	m	subj
ic_mismatch	apologized to	0	The man apologized to the woman because	she	93	obj	f	subj
ic_mismatch	apologized to	0	The woman apologized to the man because	he	93	obj	m	subj
ic_mismatch	apologized to	0	The woman apologized to the man because	she	93	subj	f	subj
ic_mismatch	appalled	0	The man appalled the woman because	he	78	subj	m	subj
ic_mismatch	appalled	0	The man appalled the woman because	she	78	obj	f	subj
ic_mismatch	appalled	0	The woman appalled the man because	he	78	obj	m	subj
ic_mismatch	appalled	0	The woman appalled the man because	she	78	subj	f	subj
ic_mismatch	applauded	0	The man applauded the woman because	he	-84	subj	m	obj
ic_mismatch	applauded	0	The man applauded the woman because	she	-84	obj	f	obj
ic_mismatch	applauded	0	The woman applauded the man because	he	-84	obj	m	obj
ic_mismatch	applauded	0	The woman applauded the man because	she	-84	subj	f	obj
ic_mismatch	appreciated	0	The man appreciated the woman because	he	-87	subj	m	obj
ic_mismatch	appreciated	0	The man appreciated the woman because	she	-87	obj	f	obj
ic_mismatch	appreciated	0	The woman appreciated the man because	he	-87	obj	m	obj
ic_mismatch	appreciated	0	The woman appreciated the man because	she	-87	subj	f	obj
ic_mismatch	approached	0	The man approached the woman because	he	39	subj	m	subj
ic_mismatch	approached	0	The man approached the woman because	she	39	obj	f	subj
ic_mismatch	approached	0	The woman approached the man because	he	39	obj	m	subj
ic_mismatch	approached	0	The woman approached the man because	she	39	subj	f	subj
ic_mismatch	astonished	0	The man astonished the woman because	he	51	subj	m	subj
ic_mismatch	astonished	0	The man astonished the woman because	she	51	obj	f	subj
ic_mismatch	astonished	0	The woman astonished the man because	he	51	obj	m	subj
ic_mismatch	astonished	0	The woman astonished the man because	she	51	subj	f	subj
ic_mismatch	astounded	0	The man astounded the woman because	he	62	subj	m	subj
ic_mismatch	astounded	0	The man astounded the woman because	she	62	obj	f	subj
ic_mismatch	astounded	0	The woman astounded the man because	he	62	obj	m	subj
ic_mismatch	astounded	0	The woman astounded the man because	she	62	subj	f	subj
ic_mismatch	attracted	0	The man attracted the woman because	he	87	subj	m	subj
ic_mismatch	attracted	0	The man attracted the woman because	she	87	obj	f	subj
ic_mismatch	attracted	0	The woman attracted the man because	he	87	obj	m	subj
ic_mismatch	attracted	0	The woman attracted the man because	she	87	subj	f	subj
ic_mismatch	avoided	0	The man avoided the woman because	he	14	subj	m	subj
ic_mismatch	avoided	0	The man avoided the woman because	she	14	obj	f	subj
ic_mismatch	avoided	0	The woman avoided the man because	he	14	obj	m	subj
ic_mismatch	avoided	0	The woman avoided the man because	she	14	subj	f	subj
ic_mismatch	baffled	0	The man baffled the woman because	he	56	subj	m	subj
ic_mismatch	baffled	0	The man baffled the woman because	she	56	obj	f	subj
ic_mismatch	baffled	0	The woman baffled the man because	he	56	obj	m	subj
ic_mismatch	baffled	0	The woman baffled the man because	she	56	subj	f	subj
ic_mismatch	banished	0	The man banished the woman because	he	-56	subj	m	obj
ic_mismatch	banished	0	The man banished the woman because	she	-56	obj	f	obj
ic_mismatch	banished	0	The woman banished the man because	he	-56	obj	m	obj
ic_mismatch	banished	0	The woman banished the man because	she	-56	subj	f	obj
ic_mismatch	battled	0	The man battled the woman because	he	47	subj	m	subj
ic_mismatch	battled	0	The man battled the woman because	she	47	obj	f	subj
ic_mismatch	battled	0	The woman battled the man because	he	47	obj	m	subj
ic_mismatch	battled	0	The woman battled the man because	she	47	subj	f	subj
ic_mismatch	believed	0	The man believed the woman because	he	-54	subj	m	obj
ic_mismatch	believed	0	The man believed the woman because	she	-54	obj	f	obj
ic_mismatch	believed	0	The woman believed the man because	he	-54	obj	m	obj
ic_mismatch	believed	0	The woman believed the man because	she	-54	subj	f	obj
ic_mismatch	betrayed	0	The man betrayed the woman because	he	74	subj	m	subj
ic_mismatch	betrayed	0	The man betrayed the woman because	she	74	obj	f	subj
ic_mismatch	betrayed	0	The woman betrayed the man because	he	74	obj	m	subj
ic_mismatch	betrayed	0	The woman betrayed the man because	she	74	subj	f	subj
ic_mismatch	bewildered	0	The man bewildered the woman because	he	49	subj	m	subj
ic_mismatch	bewildered	0	The man bewildered the woman because	she	49	obj	f	subj
ic_mismatch	bewildered	0	The woman bewildered the man because	he	49	obj	m	subj
ic_mismatch	bewildered	0	The woman bewildered the man because	she	49	subj	f	subj
ic_mismatch	blamed	0	The man blamed the woman because	he	-30	subj	m	obj
ic_mismatch	blamed	0	The man blamed the woman because	she	-30	obj	f	obj
ic_mismatch	blamed	0	The woman blamed the man because	he	-30	obj	m	obj
ic_mismatch	blamed	0	The woman blamed the man because	she	-30	subj	f	obj
ic_mismatch	blessed	0	The man blessed the woman because	he	-21	subj	m	obj
ic_mismatch	blessed	0	The man blessed the woman because	she	-21	obj	f	obj
ic_mismatch	blessed	0	The woman blessed the man because	he	-21	obj	m	obj
ic_mismatch	blessed	0	The woman blessed the man because	she	-21	subj	f	obj
ic_mismatch	bored	0	The man bored the woman because	he	73	subj	m	subj
ic_mismatch	bored	0	The man bored the woman because	she	73	obj	f	subj
ic_mismatch	bored	0	The woman bored the man because	he	73	obj	m	subj
ic_mismatch	bored	0	The woman bored the man because	she	73	subj	f	subj
ic_mismatch	bothered	0	The man bothered the woman because	he	59	subj	m	subj
ic_mismatch	bothered	0	The man bothered the woman because	she	59	obj	f	subj
ic_mismatch	bothered	0	The woman bothered the man because	he	59	obj	m	subj
ic_mismatch	bothered	0	The woman bothered the man because	she	59	subj	f	subj
ic_mismatch	called	0	The man called the woman because	he	82	subj	m	subj
ic_mismatch	called	0	The man called the woman because	she	82	obj	f	subj
ic_mismatch	called	0	The woman called the man because	he	82	obj	m	subj
ic_mismatch	called	0	The woman called the man because	she	82	subj	f	subj
ic_mismatch	calmed	0	The man calmed the woman because	he	-53	subj	m	obj
ic_mismatch	calmed	0	The man calmed the woman because	she	-53	obj	f	obj
ic_mismatch	calmed	0	The woman calmed the man because	he	-53	obj	m	obj
ic_mismatch	calmed	0	The woman calmed the man because	she	-53	subj	f	obj
ic_mismatch	calmed down	0	The man calmed down the woman because	he	-79	subj	m	obj
ic_mismatch	calmed down	0	The man calmed down the woman because	she	-79	obj	f	obj
ic_mismatch	calmed down	0	The woman calmed down the man because	he	-79	obj	m	obj
ic_mismatch	calmed down	0	The woman calmed down the man because	she	-79	subj	f	obj
ic_mismatch	captivated	0	The man captivated the woman because	he	78	subj	m	subj
ic_mismatch	captivated	0	The man captivated the woman because	she	78	obj	f	subj
ic_mismatch	captivated	0	The woman captivated the man because	he	78	obj	m	subj
ic_mismatch	captivated	0	The woman captivated the man because	she	78	subj	f	subj
ic_mismatch	carried	0	The man carried the woman because	he	-92	subj	m	obj
ic_mismatch	carried	0	The man carried the woman because	she	-92	obj	f	obj
ic_mismatch	carried	0	The woman carried the man because	he	-92	obj	m	obj
ic_mismatch	carried	0	The woman carried the man because	she	-92	subj	f	obj
ic_mismatch	castigated	0	The man castigated the woman because	he	-45	subj	m	obj
ic_mismatch	castigated	0	The man castigated the woman because	she	-45	obj	f	obj
ic_mismatch	castigated	0	The woman castigated the man because	he	-45	obj	m	obj
ic_mismatch	castigated	0	The woman castigated the man because	she	-45	subj	f	obj
ic_mismatch	caught	0	The man caught the woman because	he	-44	subj	m	obj
ic_mismatch	caught	0	The man caught the woman because	she	-44	obj	f	obj
ic_mismatch	caught	0	The woman caught the man because	he	-44	obj	m	obj
ic_mismatch	caught	0	The woman caught the man because	she	-44	subj	f	obj
ic_mismatch	cautioned	0	The man cautioned the woman because	he	-36	subj	m	obj
ic_mismatch	cautioned	0	The man cautioned the woman because	she	-36	obj	f	obj
ic_mismatch	cautioned	0	The woman cautioned the man because	he	-36	obj	m	obj
ic_mismatch	cautioned	0	The woman cautioned the man because	she	-36	subj	f	obj
ic_mismatch	celebrated	0	The man celebrated the woman because	he	-72	subj	m	obj
ic_mismatch	celebrated	0	The man celebrated the woman because	she	-72	obj	f	obj
ic_mismatch	celebrated	0	The woman celebrated the man because	he	-72	obj	m	obj
ic_mismatch	celebrated	0	The woman celebrated the man because	she	-72	subj	f	obj
ic_mismatch	censured	0	The man censured the woman because	he	-58	subj	m	obj
ic_mismatch	censured	0	The man censured the woman because	she	-58	obj	f	obj
ic_mismatch	censured	0	The woman censured the man because	he	-58	obj	m	obj
ic_mismatch	censured	0	The woman censured the man because	she	-58	subj	f	obj
ic_mismatch	charmed	0	The man charmed the woman because	he	81	subj	m	subj
ic_mismatch	charmed	0	The man charmed the woman because	she	81	obj	f	subj
ic_mismatch	charmed	0	The woman charmed the man because	he	81	obj	m	subj
ic_mismatch	charmed	0	The woman charmed the man because	she	81	subj	f	subj
ic_mismatch	chased	0	The man chased the woman because	he	-33	subj	m	obj
ic_mismatch	chased	0	The man chased the woman because	she	-33	obj	f	obj
ic_mismatch	chased	0	The woman chased the man because	he	-33	obj	m	obj
ic_mismatch	chased	0	The woman chased the man because	she	-33	subj	f	obj
ic_mismatch	cheated	0	The man cheated the woman because	he	63	subj	m	subj
ic_mismatch	cheated	0	The man cheated the woman because	she	63	obj	f	subj
ic_mismatch	cheated	0	The woman cheated the man because	he	63	obj	m	subj
ic_mismatch	cheated	0	The woman cheated the man because	she	63	subj	f	subj
ic_mismatch	cheered	0	The man cheered the woman because	he	-48	subj	m	obj
